Publication A,Publication B,Number,Publication A xx Publication B
10-A-18,15-A-04,1,Is quoted by
10-A-18,20-A-07,3,Is quoted by
10-A-17,04-A-17,3,Quotes
10-A-17,07-A-05,4,Quotes
10-A-17,08-A-16,1,Quotes
10-A-17,04-MC-02,2,Quotes
10-A-17,07-A-01,2,Quotes
10-A-17,09-MC-02,1,Quotes
10-A-17,11-A-15,1,Is quoted by
10-A-17,11-A-19,5,Is quoted by
10-A-17,12-D-24,2,Is quoted by
10-A-17,13-A-02,2,Is quoted by
10-A-17,13-A-16,4,Is quoted by
10-A-17,19-A-12,1,Is quoted by
10-A-16,09-A-21,3,Quotes
10-A-16,10-A-03,12,Quotes
10-A-16,12-A-04,2,Is quoted by
10-A-16,19-A-12,1,Is quoted by
10-A-15,09-A-46,22,Quotes
10-A-15,91-D-04,2,Quotes
10-A-15,98-A-17,1,Quotes
10-A-15,99-A-17,2,Quotes
10-A-15,05-D-43,1,Quotes
10-A-15,97-D-18,1,Quotes
10-A-15,97-D-25,2,Quotes
10-A-15,13-A-24,3,Is quoted by
10-A-15,17-A-10,1,Is quoted by
10-A-14,10-A-10,9,Quotes
10-A-14,15-A-02,2,Is quoted by
10-A-13,09-A-42,1,Quotes
10-A-13,08-D-10,2,Quotes
10-A-13,06-D-18,1,Quotes
10-A-13,07-D-33,3,Quotes
10-A-13,09-D-15,4,Quotes
10-A-13,04-D-48,1,Quotes
10-A-13,08-A-16,1,Quotes
10-A-13,09-D-24,3,Quotes
10-A-13,04-D-22,1,Quotes
10-A-13,07-D-28,2,Quotes
10-A-13,09-D-36,2,Quotes
10-A-13,09-MC-02,1,Quotes
10-A-13,00-A-03,1,Quotes
10-A-13,02-MC-03,1,Quotes
10-A-13,03-D-35,1,Quotes
10-A-13,05-D-13,2,Quotes
10-A-13,05-D-44,1,Quotes
10-A-13,07-D-03,1,Quotes
10-A-13,08-A-11,1,Quotes
10-A-13,09-MC-01,1,Quotes
10-A-13,10-A-29,1,Is quoted by
10-A-13,11-A-02,1,Is quoted by
10-A-13,11-A-05,4,Is quoted by
10-A-13,11-A-10,2,Is quoted by
10-A-13,13-A-02,2,Is quoted by
10-A-13,13-A-08,2,Is quoted by
10-A-13,13-A-25,3,Is quoted by
10-A-13,13-D-16,1,Is quoted by
10-A-13,13-D-20,4,Is quoted by
10-A-13,14-A-07,1,Is quoted by
10-A-13,14-D-06,1,Is quoted by
10-A-13,14-MC-02,4,Is quoted by
10-A-13,18-A-03,2,Is quoted by
10-A-13,21-A-05,1,Is quoted by
10-A-12,06-A-05,7,Quotes
10-A-12,13-A-17,4,Is quoted by
10-A-12,14-D-05,2,Is quoted by
10-A-11,05-A-06,1,Quotes
10-A-11,09-A-46,1,Quotes
10-A-11,05-D-65,2,Quotes
10-A-11,08-D-32,1,Quotes
10-A-11,10-A-05,4,Quotes
10-A-11,05-D-64,1,Quotes
10-A-11,88-D-13,1,Quotes
10-A-11,95-D-74,1,Quotes
10-A-11,03-A-09,5,Quotes
10-A-11,04-D-07,1,Quotes
10-A-11,05-D-33,1,Quotes
10-A-11,06-A-18,3,Quotes
10-A-11,13-D-05,1,Is quoted by
10-A-11,16-D-12,1,Is quoted by
10-A-11,21-A-03,1,Is quoted by
10-A-10,08-A-10,1,Quotes
10-A-10,03-A-21,1,Quotes
10-A-10,08-A-18,1,Quotes
10-A-10,97-A-12,4,Quotes
10-A-10,10-A-14,9,Is quoted by
10-A-10,10-A-20,1,Is quoted by
10-A-10,18-D-12,3,Is quoted by
10-A-10,18-D-18,3,Is quoted by
10-A-09,08-A-13,1,Quotes
10-A-09,09-A-50,3,Quotes
10-A-09,10-A-02,1,Quotes
10-A-09,07-D-44,1,Quotes
10-A-09,18-A-01,1,Is quoted by
10-A-08,09-A-43,2,Quotes
10-A-08,07-A-08,1,Quotes
10-A-08,07-D-43,10,Quotes
10-A-08,07-MC-01,1,Quotes
10-A-08,07-MC-04,2,Quotes
10-A-08,11-A-06,4,Is quoted by
10-A-08,11-D-09,1,Is quoted by
10-A-08,12-A-09,1,Is quoted by
10-A-08,14-A-14,1,Is quoted by
10-A-08,14-A-16,5,Is quoted by
10-A-08,15-A-18,1,Is quoted by
10-A-08,19-A-01,4,Is quoted by
10-A-07,05-A-08,1,Quotes
10-A-07,09-A-45,1,Quotes
10-A-07,09-A-47,3,Quotes
10-A-07,08-A-06,1,Quotes
10-A-07,08-A-09,1,Quotes
10-A-07,09-A-57,8,Quotes
10-A-07,09-D-10,1,Quotes
10-A-07,01-D-46,1,Quotes
10-A-07,10-A-02,2,Quotes
10-A-07,00-A-25,1,Quotes
10-A-07,98-MC-13,1,Quotes
10-A-07,10-A-18,4,Is quoted by
10-A-07,10-A-23,6,Is quoted by
10-A-07,11-A-05,1,Is quoted by
10-A-07,12-A-02,4,Is quoted by
10-A-07,14-A-06,3,Is quoted by
10-A-07,17-D-04,1,Is quoted by
10-A-05,05-D-65,1,Quotes
10-A-05,05-D-64,1,Quotes
10-A-05,88-D-13,2,Quotes
10-A-05,95-D-74,1,Quotes
10-A-05,10-A-11,4,Is quoted by
10-A-05,10-A-24,1,Is quoted by
10-A-05,11-A-11,1,Is quoted by
10-A-05,11-A-14,1,Is quoted by
10-A-05,11-A-20,2,Is quoted by
10-A-05,18-A-04,2,Is quoted by
10-A-04,08-A-17,1,Quotes
10-A-04,95-A-18,2,Quotes
10-A-04,96-A-10,2,Quotes
10-A-04,97-A-07,2,Quotes
10-A-04,05-A-22,6,Quotes
10-A-04,04-A-19,1,Quotes
10-A-04,05-A-15,3,Quotes
10-A-04,08-D-05,1,Quotes
10-A-04,97-A-13,1,Quotes
10-A-04,97-A-24,1,Quotes
10-A-04,10-A-29,1,Is quoted by
10-A-04,11-A-15,2,Is quoted by
10-A-04,12-D-21,2,Is quoted by
10-A-04,14-A-05,1,Is quoted by
10-A-04,14-A-10,1,Is quoted by
10-A-04,16-A-01,1,Is quoted by
10-A-04,16-A-10,1,Is quoted by
10-A-04,21-A-01,3,Is quoted by
10-A-03,09-A-21,4,Quotes
10-A-03,02-A-09,1,Quotes
10-A-03,09-D-21,1,Quotes
10-A-03,88-A-04,1,Quotes
10-A-03,10-A-16,12,Is quoted by
10-A-03,12-A-04,3,Is quoted by
10-A-03,19-A-12,1,Is quoted by
10-A-02,09-A-44,1,Quotes
10-A-02,05-A-08,5,Quotes
10-A-02,08-A-13,2,Quotes
10-A-02,10-A-07,2,Is quoted by
10-A-02,10-A-09,1,Is quoted by
10-A-02,10-A-27,1,Is quoted by
10-A-02,12-A-17,1,Is quoted by
10-A-02,16-A-08,2,Is quoted by
10-A-02,21-A-03,1,Is quoted by
10-A-01,07-D-41,1,Quotes
10-A-01,06-A-07,1,Quotes
10-A-01,08-A-15,1,Quotes
10-A-01,95-A-04,1,Quotes
10-A-01,15-A-08,2,Is quoted by
10-A-01,15-A-12,5,Is quoted by
10-A-01,19-A-08,1,Is quoted by
09-MC-02,04-A-17,3,Quotes
09-MC-02,09-D-15,1,Quotes
09-MC-02,02-D-69,2,Quotes
09-MC-02,04-D-48,2,Quotes
09-MC-02,07-A-05,2,Quotes
09-MC-02,04-MC-02,6,Quotes
09-MC-02,05-A-05,1,Quotes
09-MC-02,06-A-05,2,Quotes
09-MC-02,08-MC-01,2,Quotes
09-MC-02,09-D-36,2,Is quoted by
09-MC-02,10-A-13,1,Is quoted by
09-MC-02,10-A-17,1,Is quoted by
09-MC-02,10-D-09,1,Is quoted by
09-MC-02,11-D-05,2,Is quoted by
09-MC-02,12-A-19,1,Is quoted by
09-MC-02,12-D-05,30,Is quoted by
09-MC-02,12-D-24,3,Is quoted by
09-MC-02,14-D-05,12,Is quoted by
09-MC-02,14-D-17,2,Is quoted by
09-MC-02,15-D-02,1,Is quoted by
09-MC-02,15-D-17,11,Is quoted by
09-MC-02,18-D-09,1,Is quoted by
09-MC-02,19-A-12,1,Is quoted by
09-MC-02,21-D-17,1,Is quoted by
09-MC-01,00-D-47,1,Quotes
09-MC-01,94-A-15,1,Quotes
09-MC-01,95-A-18,1,Quotes
09-MC-01,00-D-54,1,Quotes
09-MC-01,07-D-33,1,Quotes
09-MC-01,04-D-32,1,Quotes
09-MC-01,04-D-21,1,Quotes
09-MC-01,06-D-09,1,Quotes
09-MC-01,06-D-37,1,Quotes
09-MC-01,00-A-03,1,Quotes
09-MC-01,02-MC-03,2,Quotes
09-MC-01,02-A-06,1,Quotes
09-MC-01,05-A-16,1,Quotes
09-MC-01,07-D-27,1,Quotes
09-MC-01,02-D-63,1,Quotes
09-MC-01,08-D-09,1,Quotes
09-MC-01,95-A-10,1,Quotes
09-MC-01,00-D-57,1,Quotes
09-MC-01,10-A-13,1,Is quoted by
09-MC-01,10-A-20,1,Is quoted by
09-MC-01,10-A-25,1,Is quoted by
09-MC-01,10-D-09,1,Is quoted by
09-MC-01,10-D-14,2,Is quoted by
09-MC-01,13-D-04,3,Is quoted by
09-MC-01,13-D-16,2,Is quoted by
09-MC-01,13-D-20,7,Is quoted by
09-MC-01,14-D-11,1,Is quoted by
09-MC-01,14-MC-02,1,Is quoted by
09-MC-01,16-MC-01,1,Is quoted by
09-MC-01,17-D-08,1,Is quoted by
09-MC-01,17-D-09,1,Is quoted by
09-MC-01,18-D-11,1,Is quoted by
09-D-40,03-D-42,1,Quotes
09-D-40,04-D-26,1,Quotes
09-D-40,01-D-49,1,Quotes
09-D-40,02-D-77,1,Quotes
09-D-40,05-D-50,1,Quotes
09-D-40,06-A-16,1,Quotes
09-D-40,91-D-31,1,Quotes
09-D-40,94-A-31,1,Quotes
09-D-40,12-D-07,1,Is quoted by
09-D-40,21-A-13,2,Is quoted by
09-D-40,21-D-18,1,Is quoted by
09-D-39,07-D-41,1,Quotes
09-D-39,99-D-70,1,Quotes
09-D-38,05-D-15,1,Quotes
09-D-38,01-A-14,1,Quotes
09-D-38,03-D-18,1,Quotes
09-D-38,06-D-11,1,Quotes
09-D-38,06-D-19,1,Quotes
09-D-38,06-D-39,1,Quotes
09-D-38,15-D-04,1,Is quoted by
09-D-38,20-D-08,1,Is quoted by
09-D-38,20-D-21,1,Is quoted by
09-D-36,07-D-08,2,Quotes
09-D-36,07-D-50,3,Quotes
09-D-36,04-A-17,4,Quotes
09-D-36,09-D-06,1,Quotes
09-D-36,05-D-65,2,Quotes
09-D-36,07-D-33,6,Quotes
09-D-36,09-D-10,1,Quotes
09-D-36,09-D-15,3,Quotes
09-D-36,02-D-69,5,Quotes
09-D-36,04-D-48,4,Quotes
09-D-36,05-A-10,2,Quotes
09-D-36,07-A-05,2,Quotes
09-D-36,08-A-16,1,Quotes
09-D-36,09-D-24,3,Quotes
09-D-36,01-D-46,3,Quotes
09-D-36,04-MC-02,7,Quotes
09-D-36,05-D-59,3,Quotes
09-D-36,08-D-32,1,Quotes
09-D-36,94-D-21,3,Quotes
09-D-36,97-D-53,4,Quotes
09-D-36,08-D-30,4,Quotes
09-D-36,01-D-56,1,Quotes
09-D-36,04-D-13,2,Quotes
09-D-36,05-D-32,2,Quotes
09-D-36,05-D-70,1,Quotes
09-D-36,07-A-01,2,Quotes
09-D-36,07-D-37,3,Quotes
09-D-36,08-D-25,1,Quotes
09-D-36,08-D-39,1,Quotes
09-D-36,09-MC-02,2,Quotes
09-D-36,10-A-13,2,Is quoted by
09-D-36,10-D-17,2,Is quoted by
09-D-36,10-D-28,2,Is quoted by
09-D-36,10-D-31,1,Is quoted by
09-D-36,10-D-32,2,Is quoted by
09-D-36,10-D-39,1,Is quoted by
09-D-36,11-D-02,1,Is quoted by
09-D-36,11-D-13,1,Is quoted by
09-D-36,12-D-06,1,Is quoted by
09-D-36,12-D-08,1,Is quoted by
09-D-36,12-D-09,1,Is quoted by
09-D-36,12-D-10,4,Is quoted by
09-D-36,12-D-11,1,Is quoted by
09-D-36,12-D-24,11,Is quoted by
09-D-36,12-D-25,2,Is quoted by
09-D-36,13-D-05,1,Is quoted by
09-D-36,13-D-06,2,Is quoted by
09-D-36,13-D-11,1,Is quoted by
09-D-36,13-D-20,1,Is quoted by
09-D-36,14-D-03,1,Is quoted by
09-D-36,14-D-05,21,Is quoted by
09-D-36,14-D-16,1,Is quoted by
09-D-36,14-D-17,2,Is quoted by
09-D-36,14-D-18,1,Is quoted by
09-D-36,14-D-20,1,Is quoted by
09-D-36,15-D-03,1,Is quoted by
09-D-36,15-D-10,1,Is quoted by
09-D-36,15-D-17,5,Is quoted by
09-D-36,15-D-20,8,Is quoted by
09-D-36,16-D-09,2,Is quoted by
09-D-36,17-D-25,1,Is quoted by
09-D-36,19-A-12,3,Is quoted by
09-D-36,20-D-19,1,Is quoted by
09-D-36,21-A-08,1,Is quoted by
09-D-35,09-D-10,2,Quotes
09-D-35,06-D-05,1,Quotes
09-D-35,96-D-68,1,Quotes
09-D-35,10-D-17,2,Is quoted by
09-D-34,01-D-17,2,Quotes
09-D-34,89-D-42,1,Quotes
09-D-34,09-D-10,1,Quotes
09-D-34,03-D-19,1,Quotes
09-D-34,04-D-20,2,Quotes
09-D-34,05-D-17,2,Quotes
09-D-34,06-D-08,3,Quotes
09-D-34,06-D-25,1,Quotes
09-D-34,07-D-29,1,Quotes
09-D-34,07-D-48,1,Quotes
09-D-34,09-D-25,1,Quotes
09-D-34,04-D-03,1,Quotes
09-D-34,07-D-47,4,Quotes
09-D-34,09-D-05,1,Quotes
09-D-34,07-D-15,1,Quotes
09-D-34,08-D-33,1,Quotes
09-D-34,97-D-11,1,Quotes
09-D-34,10-D-22,1,Is quoted by
09-D-34,10-D-26,3,Is quoted by
09-D-34,10-D-35,2,Is quoted by
09-D-34,11-D-07,1,Is quoted by
09-D-34,11-D-13,2,Is quoted by
09-D-34,21-D-05,2,Is quoted by
09-D-33,07-D-09,1,Quotes
09-D-33,07-D-39,2,Quotes
09-D-33,05-A-18,1,Quotes
09-D-33,00-A-17,9,Quotes
09-D-33,11-D-09,1,Is quoted by
09-D-32,09-A-42,1,Quotes
09-D-32,07-MC-01,1,Quotes
09-D-32,08-D-16,16,Quotes
09-D-32,03-MC-03,1,Quotes
09-D-32,10-D-17,2,Is quoted by
09-D-32,11-D-08,1,Is quoted by
09-D-32,14-A-04,1,Is quoted by
09-D-31,07-D-33,1,Quotes
09-D-31,07-MC-01,3,Quotes
09-D-31,04-D-65,1,Quotes
09-D-31,05-A-03,1,Quotes
09-D-31,09-D-05,1,Quotes
09-D-31,01-D-16,1,Quotes
09-D-31,06-D-09,1,Quotes
09-D-31,06-D-37,1,Quotes
09-D-31,96-D-64,1,Quotes
09-D-31,97-D-71,1,Quotes
09-D-31,98-D-31,1,Quotes
09-D-31,99-D-18,1,Quotes
09-D-31,10-D-17,5,Is quoted by
09-D-31,10-D-28,1,Is quoted by
09-D-31,11-A-02,1,Is quoted by
09-D-31,12-D-28,1,Is quoted by
09-D-31,14-D-03,1,Is quoted by
09-D-30,07-D-33,1,Quotes
09-D-30,21-D-18,1,Is quoted by
09-D-29,09-D-15,1,Quotes
09-D-29,03-D-20,1,Quotes
09-D-29,04-D-60,1,Quotes
09-D-29,05-D-72,1,Quotes
09-D-29,08-D-19,1,Quotes
09-D-29,99-D-32,1,Quotes
09-D-29,10-D-09,1,Is quoted by
09-D-29,14-D-06,7,Is quoted by
09-D-29,14-D-07,2,Is quoted by
09-D-28,07-D-09,1,Quotes
09-D-28,07-D-39,1,Quotes
09-D-28,07-D-33,3,Quotes
09-D-28,07-MC-06,3,Quotes
09-D-28,10-A-25,1,Is quoted by
09-D-28,10-D-16,3,Is quoted by
09-D-28,10-D-28,1,Is quoted by
09-D-28,13-A-24,4,Is quoted by
09-D-28,13-D-11,2,Is quoted by
09-D-28,13-D-21,1,Is quoted by
09-D-28,14-D-08,1,Is quoted by
09-D-28,17-D-25,2,Is quoted by
09-D-27,19-A-12,1,Is quoted by
09-D-27,20-D-03,21,Is quoted by
09-D-27,21-D-17,1,Is quoted by
09-D-26,07-MC-01,2,Quotes
09-D-26,07-MC-04,1,Quotes
09-D-26,04-D-22,1,Quotes
09-D-26,07-D-28,1,Quotes
09-D-26,08-D-16,1,Quotes
09-D-26,98-MC-03,1,Quotes
09-D-26,10-A-21,1,Is quoted by
09-D-26,10-D-29,4,Is quoted by
09-D-26,12-A-17,1,Is quoted by
09-D-26,14-D-07,1,Is quoted by
09-D-25,05-D-38,1,Quotes
09-D-25,01-D-17,3,Quotes
09-D-25,05-D-19,2,Quotes
09-D-25,89-D-42,1,Quotes
09-D-25,06-D-15,1,Quotes
09-D-25,03-D-19,1,Quotes
09-D-25,05-D-17,1,Quotes
09-D-25,06-D-08,2,Quotes
09-D-25,01-D-13,2,Quotes
09-D-25,02-D-37,1,Quotes
09-D-25,07-D-29,3,Quotes
09-D-25,07-D-48,1,Quotes
09-D-25,00-D-53,1,Quotes
09-D-25,01-D-14,1,Quotes
09-D-25,04-D-01,1,Quotes
09-D-25,04-D-03,1,Quotes
09-D-25,06-D-07,1,Quotes
09-D-25,07-D-47,2,Quotes
09-D-25,08-D-30,2,Quotes
09-D-25,09-D-05,1,Quotes
09-D-25,88-D-25,1,Quotes
09-D-25,96-D-12,1,Quotes
09-D-25,09-D-34,1,Is quoted by
09-D-25,10-D-03,2,Is quoted by
09-D-25,10-D-26,1,Is quoted by
09-D-25,10-D-35,1,Is quoted by
09-D-25,11-D-07,1,Is quoted by
09-D-24,07-D-33,13,Quotes
09-D-24,04-D-65,1,Quotes
09-D-24,00-D-27,1,Quotes
09-D-24,01-D-46,1,Quotes
09-D-24,04-MC-02,1,Quotes
09-D-24,05-A-03,1,Quotes
09-D-24,05-A-05,2,Quotes
09-D-24,05-D-15,1,Quotes
09-D-24,05-D-59,2,Quotes
09-D-24,08-D-32,1,Quotes
09-D-24,94-D-21,2,Quotes
09-D-24,97-D-53,1,Quotes
09-D-24,98-D-60,1,Quotes
09-D-24,09-D-36,3,Is quoted by
09-D-24,10-A-13,3,Is quoted by
09-D-24,10-A-25,1,Is quoted by
09-D-24,11-D-05,3,Is quoted by
09-D-24,12-D-25,2,Is quoted by
09-D-24,13-D-06,1,Is quoted by
09-D-24,13-D-20,3,Is quoted by
09-D-24,14-MC-02,1,Is quoted by
09-D-24,15-D-01,1,Is quoted by
09-D-24,15-D-20,2,Is quoted by
09-D-24,16-D-14,1,Is quoted by
09-D-24,17-D-06,3,Is quoted by
09-D-24,18-A-04,1,Is quoted by
09-D-24,18-D-17,3,Is quoted by
09-D-24,19-A-12,3,Is quoted by
09-D-24,20-MC-01,1,Is quoted by
09-D-24,21-D-08,1,Is quoted by
09-D-24,21-D-25,1,Is quoted by
09-D-23,06-D-18,1,Quotes
09-D-23,07-D-04,1,Quotes
09-D-23,20-D-15,1,Is quoted by
09-D-22,00-D-50,1,Quotes
09-D-22,96-A-12,1,Quotes
09-D-22,09-D-15,1,Quotes
09-D-22,08-A-10,1,Quotes
09-D-22,08-A-16,1,Quotes
09-D-22,10-A-21,1,Is quoted by
09-D-22,12-A-17,4,Is quoted by
09-D-21,03-D-42,1,Quotes
09-D-21,07-D-33,1,Quotes
09-D-21,07-D-43,1,Quotes
09-D-21,07-MC-04,1,Quotes
09-D-21,10-A-03,1,Is quoted by
09-D-21,12-D-07,1,Is quoted by
09-D-21,13-D-05,2,Is quoted by
09-D-21,15-A-06,1,Is quoted by
09-D-20,05-D-69,1,Quotes
09-D-20,07-D-38,1,Quotes
09-D-20,97-D-39,1,Quotes
09-D-20,10-A-22,1,Is quoted by
09-D-19,01-D-17,1,Quotes
09-D-19,07-D-49,1,Quotes
09-D-19,06-D-25,1,Quotes
09-D-19,01-D-13,1,Quotes
09-D-19,01-D-20,1,Quotes
09-D-19,01-D-63,1,Quotes
09-D-19,02-D-37,1,Quotes
09-D-19,02-D-62,3,Quotes
09-D-19,04-D-65,1,Quotes
09-D-19,07-D-29,2,Quotes
09-D-19,07-D-48,5,Quotes
09-D-19,94-D-19,1,Quotes
09-D-19,98-D-41,1,Quotes
09-D-19,99-D-50,1,Quotes
09-D-19,10-D-03,1,Is quoted by
09-D-19,14-D-16,2,Is quoted by
09-D-19,18-D-05,2,Is quoted by
09-D-19,18-D-19,1,Is quoted by
09-D-19,20-D-05,3,Is quoted by
09-D-19,21-D-06,1,Is quoted by
09-D-18,04-D-32,1,Quotes
09-D-18,07-D-49,1,Quotes
09-D-18,09-D-10,1,Quotes
09-D-18,01-D-59,1,Quotes
09-D-18,01-D-66,1,Quotes
09-D-18,02-D-23,1,Quotes
09-D-18,03-D-19,2,Quotes
09-D-18,03-D-61,1,Quotes
09-D-18,04-D-17,1,Quotes
09-D-18,04-D-20,1,Quotes
09-D-18,04-D-57,1,Quotes
09-D-18,05-D-17,1,Quotes
09-D-18,05-D-58,2,Quotes
09-D-18,05-D-74,1,Quotes
09-D-18,06-D-08,1,Quotes
09-D-18,06-D-25,1,Quotes
09-D-18,06-MC-02,1,Quotes
09-D-18,07-D-01,1,Quotes
09-D-18,08-D-24,2,Quotes
09-D-18,12-D-26,1,Is quoted by
09-D-17,09-D-07,1,Quotes
09-D-17,02-D-14,1,Quotes
09-D-17,05-D-43,2,Quotes
09-D-17,07-D-41,2,Quotes
09-D-17,97-D-18,1,Quotes
09-D-17,97-D-26,1,Quotes
09-D-17,98-D-73,1,Quotes
09-D-17,05-D-27,1,Quotes
09-D-17,11-D-03,1,Is quoted by
09-D-17,11-D-17,1,Is quoted by
09-D-17,12-D-02,1,Is quoted by
09-D-17,12-D-17,1,Is quoted by
09-D-17,12-D-19,5,Is quoted by
09-D-17,13-A-24,1,Is quoted by
09-D-17,13-D-14,3,Is quoted by
09-D-17,14-D-20,1,Is quoted by
09-D-17,15-D-19,1,Is quoted by
09-D-17,18-D-12,1,Is quoted by
09-D-17,18-D-18,1,Is quoted by
09-D-17,19-D-01,1,Is quoted by
09-D-17,19-D-02,1,Is quoted by
09-D-17,19-D-19,2,Is quoted by
09-D-17,20-D-10,1,Is quoted by
09-D-17,20-D-17,1,Is quoted by
09-D-16,04-D-26,1,Quotes
09-D-15,08-D-10,1,Quotes
09-D-15,04-A-17,1,Quotes
09-D-15,07-D-33,1,Quotes
09-D-15,00-MC-06,1,Quotes
09-D-15,02-D-69,1,Quotes
09-D-15,04-D-48,3,Quotes
09-D-15,05-A-10,1,Quotes
09-D-15,07-A-05,3,Quotes
09-D-15,09-D-22,1,Is quoted by
09-D-15,09-D-29,1,Is quoted by
09-D-15,09-D-36,3,Is quoted by
09-D-15,09-MC-02,1,Is quoted by
09-D-15,10-A-13,4,Is quoted by
09-D-15,11-D-17,1,Is quoted by
09-D-15,12-A-19,1,Is quoted by
09-D-15,12-D-24,4,Is quoted by
09-D-15,13-A-02,1,Is quoted by
09-D-15,14-D-05,5,Is quoted by
09-D-15,14-D-07,2,Is quoted by
09-D-15,15-D-11,1,Is quoted by
09-D-14,01-D-23,1,Quotes
09-D-14,07-A-04,1,Quotes
09-D-14,07-D-43,4,Quotes
09-D-14,07-MC-01,3,Quotes
09-D-14,09-D-10,1,Quotes
09-D-14,97-D-27,1,Quotes
09-D-14,10-A-25,2,Is quoted by
09-D-14,10-D-09,1,Is quoted by
09-D-14,10-D-32,1,Is quoted by
09-D-14,10-D-38,1,Is quoted by
09-D-14,11-MC-01,1,Is quoted by
09-D-14,12-D-07,1,Is quoted by
09-D-14,12-D-14,1,Is quoted by
09-D-14,12-D-19,1,Is quoted by
09-D-14,12-D-29,1,Is quoted by
09-D-14,13-D-05,1,Is quoted by
09-D-14,13-D-10,1,Is quoted by
09-D-14,13-D-11,2,Is quoted by
09-D-14,13-D-20,2,Is quoted by
09-D-14,13-D-21,1,Is quoted by
09-D-14,14-D-06,1,Is quoted by
09-D-14,14-D-08,1,Is quoted by
09-D-14,15-D-15,1,Is quoted by
09-D-14,16-D-11,1,Is quoted by
09-D-14,16-D-23,1,Is quoted by
09-D-14,17-D-25,1,Is quoted by
09-D-14,19-D-10,1,Is quoted by
09-D-14,20-D-11,1,Is quoted by
09-D-13,12-A-22,1,Is quoted by
09-D-13,13-A-01,1,Is quoted by
09-D-13,13-A-03,1,Is quoted by
09-D-13,13-A-04,1,Is quoted by
09-D-13,13-A-05,1,Is quoted by
09-D-13,13-A-06,1,Is quoted by
09-D-12,03-D-41,1,Quotes
09-D-12,10-D-27,5,Is quoted by
09-D-12,14-D-07,2,Is quoted by
09-D-12,19-MC-01,2,Is quoted by
09-D-11,07-D-33,2,Quotes
09-D-11,06-D-29,1,Quotes
09-D-11,19-A-12,1,Is quoted by
09-D-10,07-D-49,1,Quotes
09-D-10,01-D-23,1,Quotes
09-D-10,01-D-66,1,Quotes
09-D-10,02-D-23,1,Quotes
09-D-10,05-D-58,1,Quotes
09-D-10,01-D-46,1,Quotes
09-D-10,08-D-30,1,Quotes
09-D-10,06-MC-03,10,Quotes
09-D-10,04-D-74,1,Quotes
09-D-10,09-D-14,1,Is quoted by
09-D-10,09-D-18,1,Is quoted by
09-D-10,09-D-34,1,Is quoted by
09-D-10,09-D-35,2,Is quoted by
09-D-10,09-D-36,1,Is quoted by
09-D-10,10-A-07,1,Is quoted by
09-D-10,10-A-22,3,Is quoted by
09-D-10,10-D-03,1,Is quoted by
09-D-10,10-D-10,1,Is quoted by
09-D-10,10-D-13,2,Is quoted by
09-D-10,10-D-17,1,Is quoted by
09-D-10,10-D-24,1,Is quoted by
09-D-10,10-D-28,1,Is quoted by
09-D-10,10-D-31,1,Is quoted by
09-D-10,11-A-07,1,Is quoted by
09-D-10,11-D-13,1,Is quoted by
09-D-10,11-D-16,1,Is quoted by
09-D-10,12-A-05,2,Is quoted by
09-D-10,12-D-03,1,Is quoted by
09-D-10,13-A-19,1,Is quoted by
09-D-10,13-D-02,1,Is quoted by
09-D-10,13-D-09,1,Is quoted by
09-D-10,14-D-17,1,Is quoted by
09-D-10,15-D-10,1,Is quoted by
09-D-10,15-D-15,1,Is quoted by
09-D-10,16-D-28,1,Is quoted by
09-D-10,18-D-19,1,Is quoted by
09-D-10,19-D-22,1,Is quoted by
09-D-10,20-A-11,2,Is quoted by
09-D-09,09-A-52,1,Is quoted by
09-D-09,14-D-07,1,Is quoted by
09-D-08,05-A-22,1,Quotes
09-D-08,13-D-02,1,Is quoted by
09-D-08,15-A-06,1,Is quoted by
09-D-07,91-D-04,2,Quotes
09-D-07,07-D-33,1,Quotes
09-D-07,02-D-14,1,Quotes
09-D-07,03-D-68,1,Quotes
09-D-07,04-D-21,1,Quotes
09-D-07,05-D-43,3,Quotes
09-D-07,06-D-15,1,Quotes
09-D-07,07-D-41,1,Quotes
09-D-07,97-D-18,1,Quotes
09-D-07,97-D-22,1,Quotes
09-D-07,97-D-26,1,Quotes
09-D-07,98-D-73,1,Quotes
09-D-07,09-D-17,1,Is quoted by
09-D-07,10-D-11,3,Is quoted by
09-D-07,13-D-10,2,Is quoted by
09-D-07,15-D-10,1,Is quoted by
09-D-07,18-D-12,1,Is quoted by
09-D-07,18-D-18,1,Is quoted by
09-D-07,19-D-01,1,Is quoted by
09-D-07,19-D-02,1,Is quoted by
09-D-07,19-D-19,2,Is quoted by
09-D-07,20-D-10,2,Is quoted by
09-D-07,20-D-17,16,Is quoted by
09-D-07,21-D-21,1,Is quoted by
09-D-06,00-D-50,2,Quotes
09-D-06,07-D-50,2,Quotes
09-D-06,02-A-08,2,Quotes
09-D-06,94-A-15,1,Quotes
09-D-06,04-D-54,2,Quotes
09-D-06,05-D-65,1,Quotes
09-D-06,07-D-33,1,Quotes
09-D-06,00-D-67,1,Quotes
09-D-06,02-MC-05,3,Quotes
09-D-06,04-D-32,1,Quotes
09-D-06,04-D-51,7,Quotes
09-D-06,07-D-07,2,Quotes
09-D-06,07-D-49,1,Quotes
09-D-06,08-D-03,1,Quotes
09-D-06,09-A-55,2,Is quoted by
